Date,Close,High,Low,Open,Volume
2025-05-21,577.827880859375,587.4639949903343,576.7968814516564,583.3597230362551,95197700
2025-05-22,578.0558471679688,581.5553390131786,576.3902984080268,577.629506378804,70860400
2025-05-23,574.1102294921875,576.7869310981343,570.6305234552773,571.0072475595028,76029000
2025-05-27,586.0463256835938,586.2049176986301,573.4361124467979,581.0101669642168,72588500
2025-05-28,582.6558227539062,587.6523487169525,581.9222212137981,586.4527734503207,68445500
2025-05-29,584.9557495117188,588.0785779673218,581.0101304856973,587.9397721452495,69973300
2025-05-30,584.301513671875,586.0264816938155,578.2045855174352,583.8454633007033,90601200
2025-06-02,587.5928344726562,587.6721002233023,580.008856873824,582.6855584091887,61630500
2025-06-03,590.9436645507812,591.9251076728165,586.7402198994458,587.226040295674,63606200
2025-06-04,590.7849731445312,592.7875526407612,590.3487695069823,591.8061095833268,57314200
2025-06-05,587.9298095703125,593.8284515327539,585.9470768439928,592.4702844558809,92278700
2025-06-06,593.96728515625,595.6426968087642,591.7069406984755,593.4913881340742,66588700
2025-06-09,594.5026245117188,596.0590770966814,593.322896017802,594.5422573867003,53016400
2025-06-10,597.8732299804688,598.2598168672969,593.9176879604769,595.0378762584654,66247000
2025-06-11,596.1681518554688,599.8362200559476,594.0962297274801,598.9737360301211,73658200
2025-06-12,598.5374755859375,598.5374755859375,594.3440149953893,594.8297748594797,64129000
2025-06-13,591.8457641601562,596.6538671866508,590.338867810054,593.3328138188501,89506000
2025-06-16,597.4766845703125,599.2314224312138,595.0379014846701,595.2164006808653,79984100
2025-06-17,592.3712158203125,596.5547531382241,591.6078443016146,595.0280706090336,82209400
2025-06-18,592.281982421875,596.0293161899417,591.3203254879343,593.2733488854554,76605000
2025-06-20,590.8909301757812,596.041382049652,589.4789845501997,594.9675241520906,94051400
2025-06-23,596.7274780273438,597.1152078061239,588.5145735944315,591.6465733053511,87426000
2025-06-24,603.3196411132812,604.3834856367664,599.9688039561656,600.8836010096178,67735300
2025-06-25,603.65771484375,605.1392079707367,602.086708265907,604.4431877891288,62114800
2025-06-26,608.380615234375,608.8181084243395,604.9005750782753,605.517034479532,78548400
2025-06-27,611.4032592773438,612.8748603878714,607.3465704310272,609.3848675360332,86258400
2025-06-30,614.3265380859375,615.6887204777686,611.5325652115941,613.8592475033348,92502500
2025-07-01,614.127685546875,615.3009489521946,612.0098276707645,612.8450033281383,70030100
2025-07-02,616.9116821289062,616.9514321677677,613.0935543503272,613.7199664131181,66510400
2025-07-03,621.7738037109375,622.7084454552534,618.880365032573,618.9002703953504,51065800
2025-07-07,617.140380859375,620.471312902668,614.3464081455963,619.8050900817584,74814500
2025-07-08,616.8023681640625,618.5622329876766,615.9870371559156,617.8065573856337,59024600
2025-07-09,620.5010986328125,621.1573080723725,617.3690382262929,619.2184771119485,66113300
2025-07-10,622.2510986328125,623.2950985850023,619.4571258490619,620.6403419781,57529000
2025-07-11,620.0635986328125,621.2965174183169,617.9855515244625,619.1886122649546,63670200
2025-07-14,621.2467651367188,621.5947448449341,618.2539211725837,619.6061506560952,51898500
2025-07-15,618.592041015625,624.2793915612978,618.5124802515571,623.9413645164026,74317300
2025-07-16,620.66015625,621.1672575214722,614.5253596449445,620.1829130237127,88987500
2025-07-17,624.4583740234375,624.8163671275224,620.6204015046147,620.8391784397268,68885700
2025-07-18,624.0010375976562,625.8802131347736,622.8874296174818,625.7111996075373,65621600
2025-07-21,625.1842651367188,627.9384270926762,624.7567246264017,625.1842651367188,63375000
2025-07-22,625.2737426757812,626.1387764125508,622.6189860590433,625.5123643014988,60046300
2025-07-23,630.59326171875,630.59326171875,626.1387689061065,627.9483971288857,70511000
2025-07-24,630.802001953125,632.5221773472229,630.3744614468128,630.9809681636451,71307100
2025-07-25,633.4667358398438,633.9440397736063,631.2196750953526,631.4682494008442,56865400
2025-07-28,633.3076782226562,634.4013808975731,631.9156378299562,633.8445768779104,54917100
2025-07-29,631.63720703125,635.0277335557481,630.7224706603868,634.7095511904303,60556300
2025-07-30,630.841796875,634.0434045947875,627.9384054781906,632.2934318863223,80418900
2025-07-31,628.4754028320312,636.2010509521909,627.1728759033415,635.8133211591798,103385200
2025-08-01,618.1743774414062,622.7680859762785,615.7582427178595,622.7282752516747,140103600
2025-08-04,627.5704956054688,627.6201983240026,622.0124086950358,622.1018614509808,73218000
2025-08-05,624.3887329101562,629.0022861088522,623.4640438716077,628.1869551885334,68051400
2025-08-06,629.17138671875,629.8275961427472,624.5478806448895,625.462617040701,64357500
2025-08-07,628.6443481445312,633.347354057562,625.5222406525087,632.6115839056886,74205800
2025-08-08,633.5462646484375,634.0136158764692,630.125879949944,630.4440623273716,64051600
2025-08-11,632.29345703125,635.3062066703783,631.0406328520911,633.824713555593,58742300
2025-08-12,639.02490234375,639.1839632015094,633.1585242910344,634.6499701667667,64730800
2025-08-13,641.2123413085938,642.5049155421342,639.0149226306152,641.2321859855442,60092800
2025-08-14,641.27197265625,641.9381347685223,638.6768716045066,639.1242567818475,59327500
2025-08-15,639.7706298828125,642.4055418903916,638.8558933981693,642.3060757523746,68592500
2025-08-18,639.63134765625,640.327367802147,638.5177396976476,639.1938544805789,43804900
2025-08-19,636.1612548828125,640.4367204754008,634.8388226855677,639.4523760102862,69750700
2025-08-20,634.470947265625,636.0120957287904,629.3404006137462,635.7536294439067,88890300
2025-08-21,631.925537109375,634.3317192031022,630.1954697904521,632.6514152909955,54805800
2025-08-22,641.6299438476562,642.8131599802851,633.6159105915494,634.1230118894028,84083200
2025-08-25,638.8060302734375,641.6099553847616,638.6867194761113,640.3670840067143,51274300
2025-08-26,641.4807739257812,641.8288143683822,637.9112808564007,638.5376929659955,51581600
2025-08-27,642.9423828125,643.6781530071313,640.7449642231398,640.8941330732226,48341100
2025-08-28,645.2192993164062,645.7761033013204,641.6597591604225,643.548887361664,61519500
2025-08-29,641.3713989257812,644.1455269630451,639.472317969575,643.777581165663,74522200
2025-09-02,636.61865234375,636.8373685858147,631.2991262066306,633.8644298326893,81983500
2025-09-03,640.06884765625,640.5361988813526,636.8075845104526,639.0049424066366,70820900
2025-09-04,645.4181518554688,645.4480098993379,639.8401594892221,640.7449431803722,65219200
2025-09-05,643.5488891601562,648.4905776412766,639.6612139364762,647.7646994415851,85178900
2025-09-08,645.1298217773438,646.1340715853498,643.5389099622073,644.9209975333657,63133100
2025-09-09,646.6212768554688,647.148222783044,643.5289666240282,645.2689866211995,66133900
2025-09-10,648.4906005859375,650.8172220560821,646.9195940128865,649.8925329397852,78034500
2025-09-11,653.8796997070312,654.5757199134183,649.8627606991871,650.4493620868353,69934400
2025-09-12,653.660888671875,655.3512060315065,653.1538480823614,653.8498075653706,72780100
2025-09-15,657.1409301757812,657.2701936656516,655.5799369896564,655.8782140097094,63772400
2025-09-16,656.2361450195312,658.0060231465056,655.450672087237,657.6977327581834,61169000
2025-09-17,655.4208374023438,657.9463305061431,650.5686620900484,656.2461210913638,101952200
2025-09-18,658.4832763671875,661.0982828700095,656.5046346401509,658.1153912564865,90459200
2025-09-19,661.74462890625,662.5921003065068,658.4244226642126,660.3786700487054,97945600
2025-09-22,664.8753662109375,665.3239917254978,660.2190812650523,660.2490220888672,69452200
2025-09-23,661.256103515625,665.3739407705357,660.0296859026699,664.7557113987294,81708900
2025-09-24,659.1522216796875,662.6518901422049,657.7264420940938,662.5522091075384,68082200
2025-09-25,656.1112670898438,657.4672457066506,652.4819765077987,656.0016057727498,89622100
2025-09-26,659.8701782226562,660.4185456623683,655.9417836675868,657.5669862915963,69179200
2025-09-29,661.7246704101562,663.3199930316334,659.9100251593522,662.4026597035332,73499000
2025-09-30,664.21728515625,664.6859320813617,659.6607420426623,660.976860345401,86288000
2025-10-01,666.4806518554688,667.3979243492374,661.1065170498754,661.2161783670498,72545400
2025-10-02,667.248291015625,668.5943501107935,664.8155382515555,668.4747085274895,56896000
2025-10-03,667.2384033203125,670.6981508367895,666.1914481336265,668.0160736487628,70494400
2025-10-06,669.6312866210938,670.5286593813627,667.4876574687494,669.6412668959266,54623300
2025-10-07,667.1486206054688,671.0072138668005,665.7028804529681,670.5585274945992,72020100
2025-10-08,671.1268920898438,671.2266339865188,667.4477610054765,668.2753327277967,60702200
2025-10-09,669.1826171875,671.9544560264949,667.2384109165724,671.5456907353398,66501900
2025-10-10,651.0960693359375,671.9643973425017,650.9166069608107,670.1497521868876,159422600
2025-10-13,661.0865478515625,663.170417127303,657.8262232173948,658.7036354539871,79560500
2025-10-14,660.2789306640625,663.8683609233883,651.2456255038628,655.2338407773344,88779600
2025-10-15,663.2102661132812,668.2553559603689,656.988660072404,664.855429242796,81702600
2025-10-16,658.6936645507812,666.7398963555108,655.1740352792065,664.8554499895176,110563300
2025-10-17,662.4326171875,663.7985760836355,656.2010306703355,657.5570092911896,96500900
2025-10-20,669.3222045898438,670.2295576279439,665.3041094156895,665.3539499346838,60493400
2025-10-21,669.3121948242188,671.0071983826805,668.0060568363804,669.4617772299453,56249000
2025-10-22,665.83251953125,670.0201576878661,661.3457774038759,670.0201576878661,80564000
2025-10-23,669.7808837890625,670.7280970890292,665.8325287543602,666.1515932793667,65604500
2025-10-24,675.2546997070312,676.4710761570719,673.6594379369009,674.4670490970213,74356500
2025-10-27,683.2211303710938,683.5202343374859,680.1103274099472,680.7185156175003,63339800
2025-10-28,685.0357666015625,686.8802917495992,682.8123561492805,685.0257863269245,61738100
2025-10-29,685.3648071289062,687.6679989086465,680.8581046045199,686.6908448301914,85657100
2025-10-30,677.8270874023438,683.919071384824,677.8270874023438,681.8851035842282,76335800
2025-10-31,680.050537109375,683.0616591685175,677.2388379885472,683.0217380676526,87164100
2025-11-03,681.3267822265625,683.7794956694769,677.9367749059246,683.6498738048132,57315000
2025-11-04,673.2506103515625,677.9567360174515,672.5925816080086,674.1180423048241,78427000
2025-11-05,675.583740234375,678.8540450990596,672.1837526501265,672.9913638051393,74402400
2025-11-06,668.3351440429688,675.384321857154,666.7498016918889,674.4769688014325,85035300
2025-11-07,668.9931640625,669.1028862313885,659.2619700189845,665.9421818455136,100592400
2025-11-10,679.432373046875,680.1701831536659,673.0412846911101,675.2447347362015,75842900
2025-11-11,680.9877319335938,681.5560598909952,676.7302928180768,677.9467300747958,58953400
2025-11-12,681.3666381835938,682.9420002443612,678.9438047256676,682.7724572806613,62312500
2025-11-13,670.0599975585938,678.8540191634994,668.5445172010542,678.4950944095032,103457800
2025-11-14,669.9503784179688,673.669369761962,661.3159189526839,663.4196879466924,96846700
2025-11-17,663.7088012695312,671.7251529532939,660.2191128892804,667.7269573864955,90456100
2025-11-18,658.1353149414062,663.1604443809363,653.9277160969795,660.1493223141129,114467500
2025-11-19,660.6777954101562,665.3739409367662,656.8092216159307,658.8332701356088,94703000
2025-11-20,650.6075439453125,673.5696612658603,649.969414909385,670.9274443593279,165293500
2025-11-21,657.08837890625,662.5920743656175,648.9324254696204,653.1200634979649,123956200
2025-11-24,666.759765625,668.0858642133718,659.6408477705503,660.7375826041805,80437900
2025-11-25,673.03125,674.2177464111714,662.5222643995295,666.6600618545837,81077100
2025-11-26,677.6775512695312,679.6916195137131,674.7262499751725,675.6336030547216,71879600
2025-11-28,681.3765869140625,681.6557303234264,678.4950869285864,678.8540116786253,49212000
2025-12-01,678.2658081054688,680.9777652313311,676.7402865806703,676.8100876493213,61201200
2025-12-02,679.5220947265625,681.8053259843603,677.3285642303521,679.91089945233,62953800
2025-12-03,681.8751220703125,682.8920755410956,677.6874840363832,678.5648962284573,57238500
2025-12-04,682.3736572265625,683.3507504660292,679.3326553413237,683.2809493981625,61970300
2025-12-05,683.6697998046875,686.3618571461667,682.5630847287977,683.4504163312143,79241000
2025-12-08,681.6159057617188,684.6170474876437,679.5619773329797,684.5672069678625,55231500
2025-12-09,681.027587890625,683.3707007727439,680.5789623765876,681.1373100558188,58310100
2025-12-10,685.5443115234375,686.9401503769751,679.3027447895911,680.5490620813229,85671300
2025-12-11,687.1395263671875,687.2193077079016,680.1601500103427,683.1214313379483,86173700
2025-12-12,679.7514038085938,686.8504219479569,677.1690077077839,686.1424918468441,113160300
2025-12-15,678.7244262695312,683.7396361862291,677.2488060921288,683.7196756361553,90811000
2025-12-16,676.8699340820312,679.0734449717613,672.9913800472318,677.2288588584025,122030600
2025-12-17,669.4219360351562,678.4352803496147,669.2225131069573,677.8869129385677,110625200
2025-12-18,674.4769287109375,678.7343677454887,672.9116078583543,675.603604329658,108650100
2025-12-19,680.5900268554688,681.0900268554688,676.469970703125,676.5900268554688,103599500
2025-12-22,684.8300170898438,685.3599853515625,680.5900268554688,683.9400024414062,69556700
2025-12-23,687.9600219726562,688.2000122070312,683.8699951171875,683.9199829101562,64840000
2025-12-24,690.3800048828125,690.8300170898438,687.7999877929688,687.9500122070312,39445600
2025-12-26,690.3099975585938,691.6599731445312,689.27001953125,690.6400146484375,41613300
2025-12-29,687.8499755859375,689.2000122070312,686.0700073242188,687.5399780273438,62559500
2025-12-30,687.010009765625,688.5599975585938,686.5800170898438,687.4500122070312,47160700
2025-12-31,681.9199829101562,687.3599853515625,681.7100219726562,687.1400146484375,74144800
2026-01-02,683.1699829101562,686.8699951171875,679.8200073242188,685.7100219726562,89377200
2026-01-05,687.719970703125,689.4299926757812,686.3800048828125,686.5399780273438,71927200
2026-01-06,691.8099975585938,692.3200073242188,687.780029296875,687.9299926757812,69273800
2026-01-07,689.5800170898438,693.9600219726562,689.3200073242188,692.1900024414062,75588300
2026-01-08,689.510009765625,690.6199951171875,687.489990234375,688.8200073242188,64019200
2026-01-09,694.0700073242188,695.3099975585938,689.1799926757812,690.6300048828125,80125500
2026-01-12,695.1599731445312,696.0900268554688,690.6300048828125,690.6799926757812,63976000
2026-01-13,693.77001953125,696.0900268554688,691.3499755859375,695.489990234375,78309700
2026-01-14,690.3599853515625,691.719970703125,686.0399780273438,691.0,94676700
2026-01-15,692.239990234375,695.4500122070312,691.25,694.5700073242188,77862000
2026-01-16,691.6599731445312,694.25,690.0999755859375,693.6599731445312,79289200
2026-01-20,677.5800170898438,684.77001953125,676.5700073242188,681.489990234375,111623300
2026-01-21,685.4000244140625,688.739990234375,678.1300048828125,679.6500244140625,127844500
2026-01-22,688.97998046875,691.1300048828125,686.9199829101562,689.8499755859375,77112200
2026-01-23,689.22998046875,690.9600219726562,687.1599731445312,688.1500244140625,63059600
2026-01-26,692.72998046875,694.1300048828125,689.9199829101562,690.489990234375,60473800
2026-01-27,695.489990234375,696.530029296875,693.5700073242188,694.1799926757812,55401200
